Name,Types,Abilities,Height,Weight,Base Experience,Flavor Text
tapu-lele,"psychic, fairy","psychic-surge, telepathy",12,186,285,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
tapu-bulu,"grass, fairy","grassy-surge, telepathy",19,455,285,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
tapu-fini,"water, fairy","misty-surge, telepathy",13,212,285,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
cosmog,psychic,unaware,2,1,40,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
cosmoem,psychic,sturdy,1,9999,140,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
solgaleo,"psychic, steel",full-metal-body,34,2300,340,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.
lunala,"psychic, ghost",shadow-shield,40,1200,340,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
nihilego,"rock, poison",beast-boost,12,555,285,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
buzzwole,"bug, fighting",beast-boost,24,3336,285,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
pheromosa,"bug, fighting",beast-boost,18,250,285,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
xurkitree,electric,beast-boost,38,1000,285,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
celesteela,"steel, flying",beast-boost,92,9999,285,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
kartana,"grass, steel",beast-boost,3,1,285,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
guzzlord,"dark, dragon",beast-boost,55,8880,285,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
necrozma,psychic,prism-armor,24,2300,300,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
magearna,"steel, fairy",soul-heart,10,805,300,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
marshadow,"fighting, ghost",technician,7,222,300,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
poipole,poison,beast-boost,6,18,210,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
naganadel,"poison, dragon",beast-boost,36,1500,270,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
stakataka,"rock, steel",beast-boost,55,8200,285,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
blacephalon,"fire, ghost",beast-boost,18,130,285,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
zeraora,electric,volt-absorb,15,445,300,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
meltan,steel,magnet-pull,2,80,150,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
melmetal,steel,iron-fist,25,8000,300,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
grookey,grass,"overgrow, grassy-surge",3,50,62,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
thwackey,grass,"overgrow, grassy-surge",7,140,147,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
rillaboom,grass,"overgrow, grassy-surge",21,900,265,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
scorbunny,fire,"blaze, libero",3,45,62,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
raboot,fire,"blaze, libero",6,90,147,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
cinderace,fire,"blaze, libero",14,330,265,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
sobble,water,"torrent, sniper",3,40,62,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
drizzile,water,"torrent, sniper",7,115,147,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
inteleon,water,"torrent, sniper",19,452,265,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
skwovet,normal,"cheek-pouch, gluttony",3,25,55,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
greedent,normal,"cheek-pouch, gluttony",6,60,161,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
rookidee,flying,"keen-eye, unnerve, big-pecks",2,18,49,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
corvisquire,flying,"keen-eye, unnerve, big-pecks",8,160,128,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
corviknight,"flying, steel","pressure, unnerve, mirror-armor",22,750,248,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
blipbug,bug,"swarm, compound-eyes, telepathy",4,80,36,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
dottler,"bug, psychic","swarm, compound-eyes, telepathy",4,195,117,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
orbeetle,"bug, psychic","swarm, frisk, telepathy",4,408,253,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
nickit,dark,"run-away, unburden, stakeout",6,89,49,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
thievul,dark,"run-away, unburden, stakeout",12,199,159,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
gossifleur,grass,"cotton-down, regenerator, effect-spore",4,22,50,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
eldegoss,grass,"cotton-down, regenerator, effect-spore",5,25,161,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
wooloo,normal,"fluffy, run-away, bulletproof",6,60,122,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
dubwool,normal,"fluffy, steadfast, bulletproof",13,430,172,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
chewtle,water,"strong-jaw, shell-armor, swift-swim",3,85,57,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
drednaw,"water, rock","strong-jaw, shell-armor, swift-swim",10,1155,170,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
yamper,electric,"ball-fetch, rattled",3,135,54,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
boltund,electric,"strong-jaw, competitive",10,340,172,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
rolycoly,rock,"steam-engine, heatproof, flash-fire",3,120,48,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
carkol,"rock, fire","steam-engine, flame-body, flash-fire",11,780,144,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
coalossal,"rock, fire","steam-engine, flame-body, flash-fire",28,3105,255,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
applin,"grass, dragon","ripen, gluttony, bulletproof",2,5,52,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
flapple,"grass, dragon","ripen, gluttony, hustle",3,10,170,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
appletun,"grass, dragon","ripen, gluttony, thick-fat",4,130,170,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
silicobra,ground,"sand-spit, shed-skin, sand-veil",22,76,63,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
sandaconda,ground,"sand-spit, shed-skin, sand-veil",38,655,179,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
cramorant,"flying, water",gulp-missile,8,180,166,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
arrokuda,water,"swift-swim, propeller-tail",5,10,56,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
barraskewda,water,"swift-swim, propeller-tail",13,300,172,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
toxel,"electric, poison","rattled, static, klutz",4,110,48,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
toxtricity-amped,"electric, poison","punk-rock, plus, technician",16,400,176,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
sizzlipede,"fire, bug","flash-fire, white-smoke, flame-body",7,10,61,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
centiskorch,"fire, bug","flash-fire, white-smoke, flame-body",30,1200,184,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
clobbopus,fighting,"limber, technician",6,40,62,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
grapploct,fighting,"limber, technician",16,390,168,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
sinistea,ghost,"weak-armor, cursed-body",1,2,62,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
polteageist,ghost,"weak-armor, cursed-body",2,4,178,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
hatenna,psychic,"healer, anticipation, magic-bounce",4,34,53,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
hattrem,psychic,"healer, anticipation, magic-bounce",6,48,130,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
hatterene,"psychic, fairy","healer, anticipation, magic-bounce",21,51,255,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
impidimp,"dark, fairy","prankster, frisk, pickpocket",4,55,53,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
morgrem,"dark, fairy","prankster, frisk, pickpocket",8,125,130,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
grimmsnarl,"dark, fairy","prankster, frisk, pickpocket",15,610,255,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
obstagoon,"dark, normal","reckless, guts, defiant",16,460,260,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.
perrserker,steel,"battle-armor, tough-claws, steely-spirit",8,280,154,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
cursola,ghost,"weak-armor, perish-body",10,4,179,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
sirfetchd,fighting,"steadfast, scrappy",8,1170,177,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
mr-rime,"ice, psychic","tangled-feet, screen-cleaner, ice-body",15,582,182,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
runerigus,"ground, ghost",wandering-spirit,16,666,169,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
milcery,fairy,"sweet-veil, aroma-veil",2,3,54,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
alcremie,fairy,"sweet-veil, aroma-veil",3,5,173,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream."
falinks,fighting,"battle-armor, defiant",30,620,165,"Five of them are troopers, and one is the brass. The brass’s orders are absolute."
pincurchin,electric,"lightning-rod, electric-surge",3,10,152,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
snom,"ice, bug","shield-dust, ice-scales",3,38,37,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
frosmoth,"ice, bug","shield-dust, ice-scales",13,420,166,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.
stonjourner,rock,power-spot,25,5200,165,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
eiscue-ice,ice,ice-face,14,890,165,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
indeedee-male,"psychic, normal","inner-focus, synchronize, psychic-surge",9,280,166,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
morpeko-full-belly,"electric, dark",hunger-switch,3,30,153,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
cufant,steel,"sheer-force, heavy-metal",12,1000,66,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
copperajah,steel,"sheer-force, heavy-metal",30,6500,175,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
dracozolt,"electric, dragon","volt-absorb, hustle, sand-rush",18,1900,177,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
arctozolt,"electric, ice","volt-absorb, static, slush-rush",23,1500,177,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
dracovish,"water, dragon","water-absorb, strong-jaw, sand-rush",23,2150,177,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
arctovish,"water, ice","water-absorb, ice-body, slush-rush",20,1750,177,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
duraludon,"steel, dragon","light-metal, heavy-metal, stalwart",18,400,187,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
dreepy,"dragon, ghost","clear-body, infiltrator, cursed-body",5,20,54,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
drakloak,"dragon, ghost","clear-body, infiltrator, cursed-body",14,110,144,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.
dragapult,"dragon, ghost","clear-body, infiltrator, cursed-body",30,500,300,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
zacian,fairy,intrepid-sword,28,1100,335,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
zamazenta,fighting,dauntless-shield,29,2100,335,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
eternatus,"poison, dragon",pressure,200,9500,345,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
kubfu,fighting,inner-focus,6,120,77,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
urshifu-single-strike,"fighting, dark",unseen-fist,19,1050,275,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.
zarude,"dark, grass",leaf-guard,18,700,300,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
regieleki,electric,transistor,12,1450,290,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
regidrago,dragon,dragons-maw,21,2000,290,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
glastrier,ice,chilling-neigh,22,8000,290,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
spectrier,ghost,grim-neigh,20,445,290,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
calyrex,"psychic, grass",unnerve,11,77,250,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
wyrdeer,"normal, psychic","intimidate, frisk, sap-sipper",18,951,263,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.
kleavor,"bug, rock","swarm, sheer-force, sharpness",18,890,175,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."
ursaluna,"ground, normal","guts, bulletproof, unnerve",24,2900,275,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
basculegion-male,"water, ghost","swift-swim, adaptability, mold-breaker",30,1100,265,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
sneasler,"fighting, poison","pressure, unburden, poison-touch",13,430,102,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
overqwil,"dark, poison","poison-point, swift-swim, intimidate",25,605,179,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.
enamorus-incarnate,"fairy, flying","cute-charm, contrary",16,480,116,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."
sprigatito,grass,"overgrow, protean",4,41,62,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
floragato,grass,"overgrow, protean",9,122,144,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
meowscarada,"grass, dark","overgrow, protean",15,312,265,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
fuecoco,fire,"blaze, unaware",4,98,62,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
crocalor,fire,"blaze, unaware",10,307,144,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
skeledirge,"fire, ghost","blaze, unaware",16,3265,265,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.
quaxly,water,"torrent, moxie",5,61,62,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."""
quaxwell,water,"torrent, moxie",12,215,144,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
quaquaval,"water, fighting","torrent, moxie",18,619,265,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.
lechonk,normal,"aroma-veil, gluttony, thick-fat",5,102,51,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
oinkologne-male,normal,"lingering-aroma, gluttony, thick-fat",10,1200,171,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
tarountula,bug,"insomnia, stakeout",3,40,42,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
spidops,bug,"insomnia, stakeout",10,165,141,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
nymble,bug,"swarm, tinted-lens",2,10,42,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
lokix,"bug, dark","swarm, tinted-lens",10,175,158,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
pawmi,electric,"static, natural-cure, iron-fist",3,25,48,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
pawmo,"electric, fighting","volt-absorb, natural-cure, iron-fist",4,65,123,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
pawmot,"electric, fighting","volt-absorb, natural-cure, iron-fist",9,410,245,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
tandemaus,normal,"run-away, pickup, own-tempo",3,18,61,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
maushold-family-of-four,normal,"friend-guard, cheek-pouch, technician",3,23,165,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
fidough,fairy,"own-tempo, klutz",3,109,62,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
dachsbun,fairy,"well-baked-body, aroma-veil",5,149,167,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
smoliv,"grass, normal","early-bird, harvest",3,65,52,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.
dolliv,"grass, normal","early-bird, harvest",6,119,124,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
arboliva,"grass, normal","seed-sower, harvest",14,482,255,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
squawkabilly-green-plumage,"normal, flying","intimidate, hustle, guts",6,24,146,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
nacli,rock,"purifying-salt, sturdy, clear-body",4,160,56,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
naclstack,rock,"purifying-salt, sturdy, clear-body",6,1050,124,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
garganacl,rock,"purifying-salt, sturdy, clear-body",23,2400,250,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
charcadet,fire,"flash-fire, flame-body",6,105,51,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
armarouge,"fire, psychic","flash-fire, weak-armor",15,850,263,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.
ceruledge,"fire, ghost","flash-fire, weak-armor",16,620,263,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.
tadbulb,electric,"own-tempo, static, damp",3,4,54,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
bellibolt,electric,"electromorphosis, static, damp",12,1130,173,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
wattrel,"electric, flying","wind-power, volt-absorb, competitive",4,36,56,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
kilowattrel,"electric, flying","wind-power, volt-absorb, competitive",14,386,172,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
maschiff,dark,"intimidate, run-away, stakeout",5,160,68,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
mabosstiff,dark,"intimidate, guard-dog, stakeout",11,610,177,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
shroodle,"poison, normal","unburden, pickpocket, prankster",2,7,58,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
grafaiai,"poison, normal","unburden, poison-touch, prankster",7,272,170,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.
bramblin,"grass, ghost","wind-rider, infiltrator",6,6,55,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.
brambleghast,"grass, ghost","wind-rider, infiltrator",12,60,168,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
toedscool,"ground, grass","mycelium-might, mycelium-might",9,330,67,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.
toedscruel,"ground, grass","mycelium-might, mycelium-might",19,580,180,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.
klawf,rock,"anger-shell, shell-armor, regenerator",13,790,158,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
capsakid,grass,"chlorophyll, insomnia, klutz",3,30,61,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
scovillain,"grass, fire","chlorophyll, insomnia, moody",9,150,170,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.
rellor,bug,"compound-eyes, shed-skin",2,10,54,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
rabsca,"bug, psychic","synchronize, telepathy",3,35,165,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
flittle,psychic,"anticipation, frisk, speed-boost",2,15,51,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
espathra,psychic,"opportunist, frisk, speed-boost",19,900,168,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
tinkatink,"fairy, steel","mold-breaker, own-tempo, pickpocket",4,89,59,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
tinkatuff,"fairy, steel","mold-breaker, own-tempo, pickpocket",7,591,133,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
tinkaton,"fairy, steel","mold-breaker, own-tempo, pickpocket",7,1128,253,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
wiglett,water,"gooey, rattled, sand-veil",12,18,49,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
wugtrio,water,"gooey, rattled, sand-veil",12,54,149,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
bombirdier,"flying, dark","big-pecks, keen-eye, rocky-payload",15,429,243,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
finizen,water,"water-veil, water-veil",13,602,63,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
palafin-zero,water,"zero-to-hero, zero-to-hero",13,602,160,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.
varoom,"steel, poison","overcoat, slow-start",10,350,60,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.
revavroom,"steel, poison","overcoat, filter",18,1200,175,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.
cyclizar,"dragon, normal","shed-skin, regenerator",16,630,175,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
orthworm,steel,"earth-eater, sand-veil",25,3100,240,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
glimmet,"rock, poison","toxic-debris, corrosion",7,80,70,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.
glimmora,"rock, poison","toxic-debris, corrosion",15,450,184,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
greavard,ghost,"pickup, fluffy",6,350,58,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
houndstone,ghost,"sand-rush, fluffy",20,150,171,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
flamigo,"flying, fighting","scrappy, tangled-feet, costar",16,370,175,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.
